_id,timestamp,device_id,package_name,before_text,current_text,is_password
26,1760447906777.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ab kktc de,[ab kktc d],0
27,1760447906981.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ab kktc d,[ab kktc ],0
28,1760449987790.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[A],0
29,1760450000872.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,B,[Be],0
30,1760450001004.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Be,[Bei],0
31,1760450001131.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Bei,[Beii],0
32,1760450001296.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Beii,[Beiii],0
33,1760450001687.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Be,[Bebiiiş ],0
34,1760450002414.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,N,[Na],0
35,1760450002591.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Nap,[Napt],0
36,1760450002803.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Napt,[Naptı],0
37,1760450002942.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Naptı,[Naptın],0
38,1760450030676.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[O],0
39,1760450030867.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,O,[Oo],0
40,1760450031356.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo,[Oo ],0
41,1760450031926.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo ,[Oo d],0
42,1760450032106.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo d,[Oo de],0
43,1760450032286.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo de,[Oo der],0
44,1760450032447.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo der,[Oo ders],0
45,1760450032648.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo ders,[Oo derst],0
46,1760450032874.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derst,[Oo derste],0
47,1760450033039.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derste,[Oo dersten],0
48,1760450033178.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo dersten,[Oo dersteni],0
49,1760450033520.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo dersteni,[Oo derstenin],0
50,1760450033805.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstenin,[Oo dersteni],0
51,1760450033966.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo dersteni,[Oo dersten],0
52,1760450034121.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo dersten,[Oo derste],0
53,1760450034592.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstes,[Oo derstesi],0
54,1760450034884.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin,[Oo derstesinc],0
55,1760450035123.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesinco,[Oo derstesincoa],0
56,1760450035322.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesincoa,[Oo derstesincoar],0
57,1760450035610.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesincoar,[Oo derstesincoa],0
58,1760450035786.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesincoa,[Oo derstesinco],0
59,1760450035943.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesinco,[Oo derstesinc],0
60,1760450036088.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesinc,[Oo derstesin],0
61,1760450036357.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin,[Oo derstesin ],0
62,1760450036569.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin ,[Oo derstesin p],0
63,1760450036725.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin p,[Oo derstesin pa],0
64,1760450036941.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pa,[Oo derstesin par],0
65,1760450037440.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pard,[Oo derstesin pardo],0
66,1760450037693.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pardo,[Oo derstesin pardon],0
67,1760450038108.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pardon,[Oo derstesin pardon ],0
68,1760450038687.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pardon ,[Oo derstesin pardon],0
69,1760450038974.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Oo derstesin pardon,"[Oo derstesin pardon,]",0
70,1760450039092.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,","[Oo derstesin pardon,
]",0
71,1760450039868.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
B","[Oo derstesin pardon,
Be]",0
72,1760450039990.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Be","[Oo derstesin pardon,
Ben]",0
73,1760450040175.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben","[Oo derstesin pardon,
Ben ]",0
74,1760450040710.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi","[Oo derstesin pardon,
Ben bi ]",0
75,1760450041081.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi a","[Oo derstesin pardon,
Ben bi an]",0
76,1760450041324.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an","[Oo derstesin pardon,
Ben bi an ]",0
77,1760450041762.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an ","[Oo derstesin pardon,
Ben bi an s]",0
78,1760450041961.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an s","[Oo derstesin pardon,
Ben bi an sa]",0
79,1760450042154.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saa","[Oo derstesin pardon,
Ben bi an saat]",0
80,1760450042485.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat ","[Oo derstesin pardon,
Ben bi an saat 6]",0
81,1760450042591.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6","[Oo derstesin pardon,
Ben bi an saat 6 ]",0
82,1760450043194.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 ","[Oo derstesin pardon,
Ben bi an saat 6 o]",0
83,1760450043459.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 ol","[Oo derstesin pardon,
Ben bi an saat 6 old]",0
84,1760450043661.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu","[Oo derstesin pardon,
Ben bi an saat 6 oldu ]",0
85,1760450043926.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu g","[Oo derstesin pardon,
Ben bi an saat 6 oldu gi]",0
86,1760450044121.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gib","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi]",0
87,1760450044249.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi ]",0
88,1760450045115.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi ","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi h]",0
89,1760450045603.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi h","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hi]",0
90,1760450045705.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hi","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi his]",0
91,1760450045882.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi his","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hiss]",0
92,1760450046037.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hiss","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hisse]",0
93,1760450046220.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hisse","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hisset]",0
94,1760450046361.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hisset","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hissett]",0
95,1760450046473.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hissett","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hissetti]",0
96,1760450046643.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,"Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hissetti","[Oo derstesin pardon,
Ben bi an saat 6 oldu gibi hissettim]",0
97,1760450583600.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,e,[ek],0
98,1760450583705.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ek,[ekr],0
99,1760450583848.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ekr,[ekre],0
100,1760450585070.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ekre,[ekr],0
101,1760450585235.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ekr,[ek],0
102,1760450585375.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ek,[e],0
103,1760450585531.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,e,[Search…],0
104,1760450586038.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[ç],0
105,1760450586251.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ç,[ça],0
106,1760450586499.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,ça,[çağ],0
107,1760450601710.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,N,[Ne],0
108,1760450601786.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Ne,[Ner],0
109,1760450602835.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,N,[Message],0
110,1760450605075.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[N],0
111,1760450605295.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,N,[Ne],0
112,1760450605974.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Ne,[Ner],0
113,1760450606122.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Ner,[Nere],0
114,1760450606281.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Nere,[Nered],0
115,1760450606442.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Nered,[Nerede],0
116,1760450606676.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Neredes,[Neredesi],0
117,1760450606869.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Neredesi,[Neredesin],0
118,1760450607124.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Neredesini,[Neredesiniz],0
119,1760450607581.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Neredesiniz ,[Neredesiniz l],0
120,1760450607746.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Neredesiniz l,[Neredesiniz lo],0
121,1760450608391.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,H,[He],0
122,1760450608936.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[T],0
123,1760450609307.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Tama,[Tamam],0
124,1760450613039.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,,[E],0
125,1760450613241.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,E,[Er],0
126,1760450613517.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Era,[Eray],0
127,1760450613716.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Eray,[Erayl],0
128,1760450613886.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla,[Erayla ],0
129,1760450614125.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla ,[Erayla ç],0
130,1760450614279.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla ç,[Erayla çı],0
131,1760450614524.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çık,[Erayla çıkt],0
132,1760450614696.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıkt,[Erayla çıktı],0
133,1760450614867.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktı,[Erayla çıktık],0
134,1760450614976.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık,[Erayla çıktık ],0
135,1760450615265.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık b,[Erayla çıktık be],0
136,1760450615383.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık be,[Erayla çıktık bek],0
137,1760450615547.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık bek,[Erayla çıktık bekl],0
138,1760450615723.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık bekl,[Erayla çıktık bekli],0
139,1760450616014.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık bekliy,[Erayla çıktık bekliyo],0
140,1760450616176.0,a9d21503-0224-466f-9808-79d25601165f,com.whatsapp,Erayla çıktık bekliyo,[Erayla çıktık bekliyoz],0
141,1760450815905.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[watch fg213],0
142,1760450816489.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fg213,[watch fg21],0
143,1760450816653.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fg21,[watch fg2],0
144,1760450816890.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fg2,[watch fg],0
145,1760450817000.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fg,[watch f],0
146,1760450817563.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch f,[watch fp],0
147,1760450819685.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fp ,[watch fp 2],0
148,1760450819990.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fp 2,[watch fp 21],0
149,1760450820243.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fp 21,[watch fp 213],0
150,1760450830034.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,watch fp 213,[],0
151,1760450831362.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[j],0
152,1760450831509.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,j,[jg],0
153,1760450832153.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg,[jg ],0
154,1760450832404.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg ,[jg 2],0
155,1760450832584.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 2,[jg 21],0
156,1760450832928.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 21,[jg 213],0
157,1760450833254.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213,[jg 213 ],0
158,1760450834133.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 ,[jg 213 w],0
159,1760450834445.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 w,[jg 213 wa],0
160,1760450834582.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 wa,[jg 213 wat],0
161,1760450834826.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 wat,[jg 213 watc],0
162,1760450834992.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 watc,[jg 213 watch],0
163,1760450839243.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[jg 213 watch],0
164,1760450840063.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 watch,[jg 213 watc],0
165,1760450841223.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jg 213 watc,[],0
166,1760450842334.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[j],0
167,1760450842568.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,j,[jo],0
168,1760450842935.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jo,[jos],0
169,1760450843844.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jos,[josl],0
170,1760450844275.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,josl,[josll],0
171,1760450844380.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,josll,[joslll],0
172,1760450845060.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,joslll,[josll],0
173,1760450845230.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,josll,[josl],0
174,1760450845426.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,josl,[jos],0
175,1760450845717.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jos,[jo],0
176,1760450846260.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jo,[j],0
177,1760450846703.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,j,[ja],0
178,1760450847799.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ja,[jaq],0
179,1760450847932.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaq,[jaqu],0
180,1760450848245.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqu,[jaqub],0
181,1760450848392.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqub,[jaqube],0
182,1760450849152.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqube,[jaqubeb],0
183,1760450849568.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubeb,[jaqubebp],0
184,1760450850136.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubebp,[jaqubebpl],0
185,1760450850275.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubebpl,[jaqubebpll],0
186,1760450850742.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubebpll,[jaqubebpl],0
187,1760450850860.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubebpl,[jaqubebp],0
188,1760450851025.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubebp,[jaqubeb],0
189,1760450851146.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqubeb,[jaqube],0
190,1760450852157.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqube,[jaqub],0
191,1760450852240.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqub,[jaqu],0
192,1760450852506.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaqu,[jaq],0
193,1760450852596.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jaq,[ja],0
194,1760450852834.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ja,[j],0
195,1760450852990.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,j,[],0
196,1760450855324.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[j],0
197,1760450855458.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,j,[ja],0
198,1760450856196.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ja,[jac],0
199,1760450856572.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacq,[jacqu],0
200,1760450856775.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacqu,[jacque],0
201,1760450856995.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques,[jacques ],0
202,1760450857858.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques ,[jacques philippe ],0
203,1760450859035.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe ,[jacques philippe w],0
204,1760450859243.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe w,[jacques philippe wa],0
205,1760450859465.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe wa,[jacques philippe wat],0
206,1760450859680.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe watc,[jacques philippe watch],0
207,1760450867849.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[jacques philippe watch],0
208,1760450868817.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe watch ,[jacques philippe watch 2],0
209,1760450869108.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe watch 2,[jacques philippe watch 21],0
210,1760450869315.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jacques philippe watch 21,[jacques philippe watch 213],0
211,1760450903682.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[jpq 213 saat],0
212,1760450906743.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jpq 213 saat,[jpqg 213 saat],0
213,1760450907021.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,jpqg 213 saat,[jpqgs 213 saat],0
214,1760450949872.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[cartier tank],0
215,1760450952756.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,c,[],0
216,1760450960978.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,,[l],0
217,1760450961277.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,l,[lu],0
218,1760450961878.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,lu,[l],0
219,1760450962000.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,l,[],0
220,1760450962666.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,s,[su],0
221,1760450963408.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,sup,[supe],0
222,1760450963719.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,super,[super ],0
223,1760450965484.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,s,[],0
224,1760450966974.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,s,[su],0
225,1760450967132.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,sup,[supe],0
226,1760450967380.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,supe,[super],0
227,1760450968210.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,s,[],0
228,1760450968832.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,r,[ri],0
229,1760450969020.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,ri,[ric],0
230,1760450969201.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,rich,[richa],0
231,1760450969586.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richa,[richar],0
232,1760450969792.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richard,[richard ],0
233,1760450969874.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richard ,[richard m],0
234,1760450969959.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richard m,[richard mi],0
235,1760450970205.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richard mi,[richard mil],0
236,1760450970349.0,a9d21503-0224-466f-9808-79d25601165f,com.android.chrome,richard mil,[richard mill],0
